period,amount,is_forecast
2013/8 実,1.5,False
2014/2 実,2.0,False
2014/8 実,1.5,False
2015/2 実,3.0,False
2015/8 実,2.0,False
2016/2 実,2.0,False
2016/8 実,2.0,False
2017/2 実,2.0,False
2017/8 実,2.0,False
2018/2 実,4.0,False
2018/8 実,5.0,False
2019/2 実,5.0,False
2019/8 実,5.0,False
2020/2 実,7.5,False
2020/8 実,10.0,False
2021/2 実,12.0,False
2021/8 実,12.0,False
2022/2 実,12.0,False
2022/8 実,12.0,False
2023/2 実,12.0,False
2023/8 予,12.0,True
2024/2 実,0.0,False
2024/8 実,10.0,False
2025/2 実,10.0,False
2026/2 予,20.0,True
