period,amount,is_forecast
2013/9 実,16.0,False
2014/3 実,26.0,False
2014/9 実,24.0,False
2015/3 実,24.0,False
2015/9 実,28.0,False
2016/3 実,38.0,False
2016/6 実,18.0,False
2016/9 実,18.0,False
2016/12 実,18.0,False
2017/3 実,23.0,False
2017/6 実,22.0,False
2017/9 実,22.0,False
2017/12 実,7.4,False
2018/3 実,10.4,False
2018/6 実,9.5,False
2018/9 実,9.5,False
2018/12 実,9.5,False
2019/3 実,19.5,False
2019/6 実,14.5,False
2019/9 実,14.5,False
2019/12 実,7.25,False
2020/3 実,7.25,False
2020/6 実,7.75,False
2020/9 実,7.75,False
2020/12 実,7.75,False
2021/3 実,7.75,False
2021/6 実,8.25,False
2021/9 実,8.25,False
2021/12 実,9.25,False
2022/3 実,11.25,False
2022/6 実,11.0,False
2022/9 実,11.0,False
2022/12 実,11.0,False
2023/3 実,11.0,False
2023/6 実,11.5,False
2023/9 実,11.5,False
2023/12 実,11.5,False
2024/3 実,11.5,False
2024/6 実,12.0,False
2024/9 実,12.0,False
2024/12 実,12.0,False
2025/3 実,12.0,False
2025/6 実,12.5,False
2025/9 実,12.5,False
2025/12 予,12.5,True
2026/3 予,12.5,True
