period,amount,is_forecast
2014/6 実,0.0,False
2015/6 実,0.0,False
2016/6 実,10.0,False
2017/6 実,20.0,False
2017/12 実,15.0,False
2018/6 実,10.0,False
2018/9 実,5.5,False
2018/12 実,6.0,False
2019/3 実,6.0,False
2019/6 実,7.5,False
2019/9 実,9.0,False
2019/12 実,9.0,False
2020/3 実,4.5,False
2020/6 実,4.5,False
2020/9 実,4.5,False
2020/12 実,2.25,False
2021/3 実,2.25,False
2021/6 実,1.2,False
2021/9 実,1.4,False
2021/12 実,1.4,False
2022/3 実,1.5,False
2022/6 実,1.5,False
2022/9 実,1.6,False
2022/12 実,1.6,False
2023/3 実,1.6,False
2023/6 実,1.6,False
2023/9 実,1.6,False
2023/12 実,1.6,False
2024/3 実,1.6,False
2024/6 実,1.6,False
2024/9 実,1.6,False
2024/12 実,1.6,False
2025/3 実,1.6,False
2025/6 実,1.6,False
2025/9 実,1.6,False
2025/12 予,1.6,True
2026/3 予,1.6,True
2026/6 予,1.6,True
