period,amount,is_forecast
2014/3 実,0.0,False
2015/3 実,0.0,False
2016/3 実,0.0,False
2016/6 実,5.5,False
2017/3 実,0.0,False
2017/6 実,18.5,False
2018/3 実,0.0,False
2018/6 実,16.0,False
2018/12 実,16.0,False
2019/3 実,0.0,False
2019/6 実,9.97,False
2019/12 実,9.97,False
2020/3 実,0.0,False
2020/12 実,15.56,False
2021/3 実,15.56,False
2021/6 実,20.0,False
2021/12 実,20.0,False
2022/3 実,0.0,False
2022/6 実,8.55,False
2022/12 実,8.55,False
2023/3 実,0.0,False
2023/6 実,10.05,False
2023/12 実,10.05,False
2024/3 実,0.0,False
2024/6 実,9.25,False
2024/12 実,9.25,False
2025/3 実,18.5,False
2025/6 実,10.49,False
2025/12 予,10.49,True
2026/3 予,0.0,True
