period,amount,is_forecast
2013/8 実,12.0,False
2014/2 実,15.0,False
2014/8 実,15.0,False
2015/2 実,80.0,False
2015/8 実,80.0,False
2016/2 実,85.0,False
2016/8 実,85.0,False
2017/2 実,90.0,False
2017/8 実,90.0,False
2018/2 実,100.0,False
2018/8 実,100.0,False
2019/2 実,130.0,False
2019/8 実,110.0,False
2020/2 実,120.0,False
2020/8 実,110.0,False
2021/2 実,115.0,False
2021/8 実,115.0,False
2022/2 実,120.0,False
2022/8 実,120.0,False
2023/2 実,125.0,False
2023/8 実,125.0,False
2024/2 実,135.0,False
2024/8 実,135.0,False
2025/2 実,75.0,False
2025/8 実,75.0,False
2026/2 予,80.0,True
