period,amount,is_forecast
2014/7 実,25.0,False
2015/7 実,27.0,False
2016/7 実,28.0,False
2017/1 実,17.0,False
2017/7 実,17.0,False
2018/1 実,17.0,False
2018/7 実,17.0,False
2019/1 実,10.0,False
2019/7 実,10.0,False
2020/1 実,10.0,False
2020/7 実,20.0,False
2021/1 実,20.0,False
2021/7 実,31.0,False
2022/1 実,26.0,False
2022/7 実,26.0,False
2023/1 実,26.0,False
2023/7 実,26.0,False
2024/1 実,26.0,False
2024/7 実,20.0,False
2025/1 実,20.0,False
2025/7 実,20.0,False
2026/1 予,15.0,True
2026/7 予,15.0,True
