period,amount,is_forecast
2013/6 実,10.0,False
2013/12 実,10.0,False
2014/6 実,10.0,False
2014/12 実,10.0,False
2015/6 実,10.0,False
2015/12 実,10.0,False
2016/6 実,10.0,False
2016/12 実,10.0,False
2017/6 実,10.0,False
2017/12 実,10.0,False
2018/6 実,5.0,False
2018/12 実,10.0,False
2019/6 実,5.0,False
2019/12 実,5.0,False
2020/6 実,0.0,False
2021/6 実,0.0,False
2022/6 実,0.0,False
2023/6 実,5.0,False
2023/12 実,5.0,False
2024/6 実,5.0,False
2024/12 実,5.0,False
2025/6 実,5.0,False
2025/12 予,5.0,True
2026/6 予,5.0,True
