period,amount,is_forecast
2013/9 実,25.0,False
2014/3 予,25.0,True
2014/9 実,25.0,False
2015/3 実,30.0,False
2015/9 実,27.5,False
2016/3 実,32.5,False
2016/9 実,30.0,False
2017/3 実,30.0,False
2017/9 実,30.0,False
2018/3 実,30.0,False
2018/8 実,30.0,False
2018/9 予,30.0,True
2019/2 実,30.0,False
2019/3 予,30.0,True
2019/8 実,30.0,False
2020/2 実,35.0,False
2021/2 実,7.0,False
2021/8 実,8.0,False
2022/2 実,9.0,False
2022/8 実,14.0,False
2023/2 実,22.0,False
2023/8 実,19.0,False
2024/2 実,19.0,False
2024/8 実,19.0,False
2025/2 実,19.0,False
2025/8 実,19.0,False
2026/2 予,19.0,True
