period,amount,is_forecast
2013/8 実,75.0,False
2014/2 実,80.0,False
2014/8 実,85.0,False
2015/2 実,105.0,False
2015/8 実,110.0,False
2016/2 実,136.0,False
2016/8 実,137.0,False
2017/2 実,156.0,False
2017/8 実,162.0,False
2018/2 実,183.0,False
2018/8 実,191.0,False
2019/2 実,196.0,False
2019/8 実,182.0,False
2020/2 実,20.0,False
2020/8 実,20.0,False
2021/2 実,20.0,False
2021/8 実,20.0,False
2022/2 実,20.0,False
2022/8 実,20.0,False
2023/2 実,20.0,False
2023/8 実,20.0,False
2024/2 実,20.0,False
2024/8 実,0.0,False
2025/2 実,22.0,False
2025/8 実,28.0,False
2026/2 予,14.0,True
2026/8 予,14.0,True
