date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,49.0,1255,
2024-03-27,0.15,9.6,3,35.0,1199,
2023-03-29,0.15,7.2,3,25.0,844,
2022-03-29,3.8,7.2,1,25.0,820,
2021-03-29,3.85,8.0,1,25.0,987,
2020-03-27,2.15,7.2,1,25.0,858,
2019-03-26,3.9,9.6,3,25.0,1163,
2018-03-27,3.0,12.8,3,25.0,1564,
2017-03-28,0.0,4.0,3,4.0,246,
2016-03-28,0.0,0.0,1,3.5,202,
2015-03-26,0.0,0.0,1,3.0,157,
2014-03-26,0.0,0.0,1,2.5,163,
2013-03-26,0.0,0.0,3,0.0,183,
2012-03-27,0.0,0.0,3,0.0,97,
2011-03-28,0.0,0.0,1,0.0,105,
