date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,17.0,617,
2024-03-27,0.0,0.0,3,12.0,618,
2023-03-29,0.0,0.0,3,9.0,550,
2022-03-29,0.0,0.0,1,10.0,582,
2021-03-29,0.0,0.0,1,30.0,2500,
2020-03-27,0.0,0.0,1,60.0,2202,
2019-03-26,0.0,0.0,3,70.0,2950,
2018-03-27,0.0,0.0,3,7.0,341,
2017-03-28,0.0,0.0,3,6.0,178,
2016-03-28,0.0,0.0,1,4.0,153,
2015-03-26,0.0,0.0,1,4.0,190,
2014-03-26,0.0,0.0,1,5.0,154,
2013-03-26,0.0,0.0,3,0.0,152,
2012-03-27,0.0,0.0,3,0.0,128,
2011-03-28,0.0,0.0,1,0.0,136,
