date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,9.35,35.2,1,65.0,4309,
2024-03-27,3.3,38.4,3,57.0,4782,
2023-03-29,4.65,30.4,3,50.0,3710,
2022-03-29,5.35,25.6,1,36.0,3160,
2021-03-29,0.2,34.4,1,35.0,4225,
2020-03-27,0.1,28.8,1,34.0,3505,
2019-03-26,2.1,25.6,3,33.0,3190,
2018-03-27,0.0,39.2,3,33.0,4865,
2017-03-28,0.0,62.4,3,55.0,7730,
2016-03-28,6.25,69.6,1,45.0,8660,
2015-03-26,0.0,50.4,1,30.0,6220,
2014-03-26,4.0,36.0,1,30.0,4475,
2013-03-26,1.5,36.0,3,0.0,4035,
2012-03-27,1.5,20.0,3,0.0,2471,
2011-03-28,0.55,20.0,1,0.0,2320,
