date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,8.0,525,
2024-03-27,0.0,0.0,3,8.0,755,
2023-03-29,0.0,0.0,3,9.0,1072,
2022-03-29,0.0,0.0,1,3.0,858,
2021-03-29,0.0,0.0,1,4.0,1308,
2020-03-27,0.0,0.0,1,4.0,1068,
2019-03-26,0.0,0.0,3,9.0,1378,
2018-03-27,0.0,0.0,3,9.0,2233,
2017-03-28,0.0,0.0,3,7.0,1682,
2016-03-28,0.0,0.0,1,4.0,536,
2015-03-26,0.0,0.0,1,5.0,660,
2014-03-26,0.0,0.0,1,5.0,478,
2013-03-26,0.0,0.0,3,0.0,500,
2012-03-27,0.0,0.0,3,0.0,652,
2011-03-28,0.0,0.0,1,0.0,875,
