date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.05,8.0,1,0.0,93,注意
2024-03-27,0.0,0.0,3,0.0,169,注意
2023-03-29,0.0,0.0,3,3.0,202,
2022-03-29,0.0,0.0,1,3.0,201,
2021-03-29,0.0,4.0,1,3.0,287,
2020-03-27,0.05,4.0,1,3.0,270,
2019-03-26,1.05,8.0,3,6.0,408,注意
2018-03-27,1.95,12.8,3,12.0,774,注意
2017-03-28,4.65,8.8,3,30.0,1010,
2016-03-28,0.4,8.0,1,30.0,912,
2015-03-26,5.0,8.8,1,30.0,1047,
2014-03-26,1.8,12.0,1,30.0,1045,
2013-03-26,0.15,12.0,3,0.0,1080,
2012-03-27,0.15,12.0,3,0.0,1014,
2011-03-28,0.1,8.0,1,0.0,929,
