date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,8.8,1,16.0,1037,
2024-03-27,0.0,40.8,3,70.0,5052,
2023-03-29,0.0,25.6,3,49.0,0,
2022-03-29,0.0,25.6,1,41.0,3110,
2021-03-29,0.0,28.0,1,30.0,3445,
2020-03-27,0.0,18.4,1,30.0,2252,
2019-03-26,2.1,24.8,3,30.0,3060,
2018-03-27,0.0,0.0,3,14.0,2254,
2017-03-28,0.9,12.8,3,8.0,1580,
2016-03-28,0.0,0.0,1,6.0,1525,
2015-03-26,0.05,15.6,1,6.0,1943,
2014-03-26,0.0,0.0,1,6.0,1338,
2013-03-26,0.0,16.0,3,0.0,1743,
2012-03-27,0.0,8.0,3,0.0,984,
2011-03-28,0.0,0.0,1,0.0,896,
