date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,7.5,190,
2024-03-27,0.0,0.0,3,5.0,184,注意
2023-03-29,0.0,0.0,3,5.0,134,
2022-03-29,0.05,4.0,1,5.0,134,
2021-03-29,0.0,4.0,1,5.0,169,
2020-03-27,0.0,0.0,1,5.0,153,
2019-03-26,0.0,4.0,3,5.0,180,
2018-03-27,0.0,4.0,3,5.0,256,
2017-03-28,0.9,8.0,3,5.0,293,注意
2016-03-28,0.0,4.0,1,5.0,239,
2015-03-26,0.0,4.0,1,5.0,286,
2014-03-26,0.0,0.0,1,5.0,223,
2013-03-26,0.0,0.0,3,0.0,245,
2012-03-27,0.0,0.0,3,0.0,265,
