date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,0.85,27.2,1,0.0,1688,
2025-03-27,2.0,25.6,1,5.0,1580,停止
2024-09-26,3.0,28.8,1,0.0,1708,注意
2024-03-27,3.6,13.6,3,5.0,1653,
2023-09-27,1.65,12.8,3,0.0,1506,
2023-03-29,6.0,12.0,3,0.0,1442,
2022-09-28,1.65,24.0,3,0.0,1428,注意
2022-03-29,2.0,22.4,1,0.0,1363,注意
2021-09-28,19.2,22.4,1,0.0,1392,注意
2021-03-29,0.05,25.6,1,0.0,1519,注意
2020-09-28,0.05,25.6,1,0.0,1595,注意
2020-03-27,20.6,22.4,1,0.0,1353,注意
2019-09-26,0.0,0.0,1,0.0,1415,
2019-03-26,0.0,0.0,3,5.0,1493,
2018-09-25,0.0,0.0,3,0.0,1433,
2018-03-27,0.0,0.0,3,5.0,1305,
2017-09-26,0.0,0.0,3,0.0,1282,
2017-03-28,0.0,0.0,3,0.0,1261,
2016-09-27,0.0,0.0,3,0.0,1254,
2016-03-28,0.0,0.0,1,20.0,1278,
2015-09-25,0.0,0.0,1,0.0,1276,
2015-03-26,0.0,0.0,1,0.0,1143,
2014-09-25,0.0,0.0,1,0.0,1079,
2014-03-26,0.0,0.0,1,0.0,977,
2013-09-25,0.0,0.0,1,0.0,1877,
2013-03-26,0.0,0.0,3,0.0,1898,
2012-09-25,0.0,0.0,3,0.0,1772,
2012-03-27,0.0,0.0,3,0.0,1737,
2011-09-27,0.0,0.0,3,0.0,1643,
2011-03-28,0.0,0.0,1,0.0,1565,
