date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-08-27,0.0,0.0,3,55.0,3595,
2025-02-26,0.0,0.0,3,70.0,3255,
2024-08-28,0.0,0.0,3,45.0,3080,
2024-02-27,0.0,0.0,1,55.0,2705,
2023-08-29,0.0,0.0,1,35.0,2080,
2023-02-24,0.0,0.0,1,45.0,1907,
2022-08-29,0.0,0.0,1,25.0,1922,
2022-02-24,0.0,0.0,1,35.0,1963,
2021-08-27,0.0,0.0,1,15.0,2208,
2021-02-24,0.0,0.0,3,15.0,1881,
2020-08-27,0.0,0.0,1,15.0,1840,
2020-02-26,0.0,0.0,3,16.0,2077,
2019-08-28,0.0,0.0,3,14.0,1841,
2019-02-25,0.0,0.0,1,15.0,2254,
2018-08-28,0.0,0.0,3,13.0,1989,
2018-02-23,0.0,0.0,1,13.0,2519,
2017-08-28,0.0,0.0,1,13.0,1808,
2017-02-23,0.0,0.0,1,12.0,1318,
2016-08-26,0.0,0.0,1,10.0,993,
2016-02-24,0.0,0.0,1,12.0,944,
2015-08-26,0.0,0.0,1,10.0,1051,
2015-02-24,0.0,0.0,3,10.0,1045,
2014-08-26,0.0,0.0,3,10.0,992,
2014-02-25,0.0,0.0,3,11.0,986,
2013-08-27,0.0,0.0,3,9.0,866,
2013-02-25,0.0,0.0,1,0.0,717,
2012-08-28,0.0,0.0,3,0.0,557,
2012-02-24,0.0,0.0,1,0.0,548,
2011-08-26,0.0,0.0,1,0.0,514,
2011-02-23,0.0,0.0,1,0.0,550,
