date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,2.0,23.2,1,30.0,2853,
2025-03-27,0.0,0.0,1,30.0,2268,
2024-09-26,0.0,0.0,1,24.0,2326,
2024-03-27,2.7,20.8,3,22.0,2505,
2023-09-27,0.0,14.4,3,12.0,1732,
2023-03-29,0.0,12.0,3,8.0,1422,
2022-09-28,0.0,9.6,3,6.0,1173,
2022-03-29,0.4,8.0,1,5.0,972,
2021-09-28,0.0,7.2,1,5.0,853,
2021-03-29,0.3,6.4,1,6.0,785,
2020-09-28,0.0,4.8,1,3.0,563,
2020-03-27,0.5,5.6,1,6.0,657,
2019-09-26,0.0,7.2,1,6.0,896,
2019-03-26,0.45,9.6,3,6.0,1143,
2018-09-25,1.05,11.2,3,6.0,1386,
2018-03-27,0.3,9.6,3,6.0,1168,
2017-09-26,1.05,9.6,3,6.0,1152,
2017-03-28,1.05,10.4,3,6.0,1272,
2016-09-27,1.05,8.8,3,6.0,1006,
2016-03-28,0.0,11.2,1,6.0,1363,
2015-09-25,0.0,15.2,1,6.0,1804,
2015-03-26,0.05,16.8,1,11.0,2030,
2014-09-25,0.05,12.0,1,0.0,1418,
2014-03-26,1.2,12.0,1,11.0,1252,
2013-09-25,0.0,12.0,1,0.0,1451,
2013-03-26,0.0,12.0,3,0.0,1362,
2012-09-25,0.15,8.0,3,0.0,829,
2012-03-27,0.9,8.0,3,0.0,976,
2011-09-27,0.15,8.0,3,0.0,778,
2011-03-28,0.05,8.0,1,0.0,716,
