date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,0.05,4.8,1,0.0,541,
2025-03-27,0.0,0.0,1,10.5,447,
2024-09-26,0.0,0.0,1,0.0,613,
2024-03-27,0.0,0.0,3,6.5,623,
2023-09-27,0.0,4.8,3,0.0,545,
2023-03-29,0.0,4.0,3,4.0,458,
2022-09-28,0.0,0.0,3,0.0,326,
2022-03-29,0.0,0.0,1,3.5,301,
2021-09-28,0.0,0.0,1,0.0,411,
2021-03-29,0.0,0.0,1,3.0,432,
2020-09-28,0.0,0.0,1,0.0,341,
2020-03-27,0.0,0.0,1,3.0,270,
2019-09-26,0.0,0.0,1,0.0,574,
2019-03-26,0.0,0.0,3,2.0,570,
2018-09-25,0.0,0.0,3,0.0,822,
2018-03-27,0.0,8.0,3,0.0,994,
2017-09-26,0.0,13.6,3,0.0,1609,
2017-03-28,0.0,9.6,3,0.0,1179,
2016-09-27,0.15,19.2,3,0.0,1150,注意
2016-03-28,0.05,12.8,1,0.0,765,注意
2015-09-25,0.0,4.8,1,0.0,537,
2015-03-26,0.0,5.6,1,0.0,653,
2014-09-25,0.0,0.0,1,0.0,937,
2014-03-26,0.0,0.0,1,0.0,970,
