date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,10.35,31.2,1,67.0,3875,
2025-03-27,0.55,28.8,1,76.0,3555,
2024-09-26,7.9,28.0,1,55.0,3460,
2024-03-27,0.0,33.6,3,76.0,4115,
2023-09-27,7.35,30.4,3,55.0,3770,
2023-03-29,0.0,0.0,3,69.5,2913,
2022-09-28,6.15,24.0,3,40.0,2924,
2022-03-29,0.05,22.4,1,51.0,2794,
2021-09-28,0.05,22.4,1,40.0,2739,
2021-03-29,1.95,21.6,1,47.5,2639,
2020-09-28,3.85,22.4,1,25.0,2776,
2020-03-27,9.8,22.4,1,65.5,2800,
2019-09-26,0.1,24.0,1,40.0,2933,
2019-03-26,0.3,27.2,3,49.0,3355,
2018-09-25,0.6,29.6,3,25.0,3620,
2018-03-27,8.1,26.4,3,55.5,3225,
2017-09-26,3.75,27.2,3,25.0,3325,
2017-03-28,0.0,27.2,3,59.5,3310,
2016-09-27,3.9,28.8,3,25.0,3540,
2016-03-28,7.7,25.6,1,52.0,3145,
2015-09-25,3.9,23.2,1,25.0,2803,
2015-03-26,0.1,24.0,1,46.5,2938,
2014-09-25,0.0,23.2,1,25.0,2839,
2014-03-26,0.1,24.0,1,48.5,2632,
2013-09-25,0.1,20.0,1,25.0,2445,
2013-03-26,0.0,20.0,3,0.0,2283,
2012-09-25,1.5,16.0,3,0.0,1727,
2012-03-27,0.0,16.0,3,0.0,1945,
2011-09-27,1.35,16.0,3,0.0,1836,
2011-03-28,0.0,20.0,1,0.0,2048,
