date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,3.0,940,
2024-03-27,0.0,0.0,3,3.0,945,
2023-03-29,0.0,0.0,3,3.0,871,
2022-03-29,0.0,0.0,1,3.0,853,
2021-03-29,0.0,0.0,1,0.0,879,
2020-03-27,0.0,0.0,1,14.0,927,
2019-03-26,0.0,0.0,3,14.0,1060,
2018-03-27,0.0,0.0,3,14.0,1140,
2017-03-28,0.0,0.0,3,13.0,897,
2016-03-28,0.0,0.0,1,13.0,907,
2015-03-26,0.0,0.0,1,10.0,950,
2014-03-26,0.0,0.0,1,8.0,795,
2013-03-26,0.0,0.0,3,0.0,602,
2012-03-27,0.0,0.0,3,0.0,501,
2011-03-28,0.0,0.0,1,0.0,418,
