date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,17.0,625,
2024-03-27,0.0,0.0,3,17.0,717,
2023-03-29,0.0,0.0,3,17.0,680,
2022-03-29,0.0,0.0,1,17.0,638,
2021-03-29,0.0,0.0,1,15.0,693,
2020-03-27,0.0,0.0,1,15.0,593,
2019-03-26,0.0,0.0,3,15.0,765,
2018-03-27,0.0,0.0,3,15.0,873,
2017-03-28,0.0,0.0,3,15.0,569,
2016-03-28,0.0,0.0,1,15.0,490,
2015-03-26,0.0,0.0,1,15.0,510,
2014-03-26,0.0,0.0,1,15.0,482,
2013-03-26,0.0,0.0,3,0.0,0,
2012-03-27,0.0,0.0,3,0.0,0,
2011-03-28,0.0,0.0,1,0.0,285,
