date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,14.0,1713,停止
2024-03-27,0.0,0.0,3,13.0,1461,停止
2023-03-29,0.0,0.0,3,12.0,1258,停止
2022-03-29,0.0,0.0,1,11.0,1100,停止
2021-03-29,0.0,0.0,1,11.0,1358,停止
2020-03-27,26.0,26.0,1,9.5,1280,10倍
2019-03-26,28.8,9.6,3,8.5,1148,
2018-03-27,0.0,0.0,3,7.5,862,停止
2017-03-28,21.6,7.2,3,7.5,803,
2016-03-28,6.4,6.4,1,8.5,788,
2015-03-26,0.5,7.2,1,6.5,802,
2014-03-26,8.0,8.0,1,6.5,720,
2013-03-26,24.0,8.0,3,0.0,749,
2012-03-27,24.0,8.0,3,0.0,567,
2011-03-28,0.0,0.0,1,0.0,607,
