date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,14.7,70.4,1,100.0,4365,注意
2024-03-27,10.2,29.6,3,90.0,3615,
2023-03-29,5.55,18.4,3,50.0,2219,
2022-03-29,3.4,14.4,1,20.0,1748,
2021-03-29,11.0,14.4,1,20.0,1784,
2020-03-27,12.8,12.8,1,20.0,1571,
2019-03-26,1.95,13.6,3,17.5,1675,
2018-03-27,3.0,17.6,3,17.5,2186,
2017-03-28,2.1,12.8,3,12.5,1581,
2016-03-28,9.6,9.6,1,12.5,1117,
2015-03-26,3.0,10.4,1,12.5,1243,
2014-03-26,4.85,12.0,1,12.5,1070,
2013-03-26,0.0,0.0,3,0.0,1108,
2012-03-27,7.5,8.0,3,0.0,865,
2011-03-28,3.1,8.0,1,0.0,760,
