date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,15.0,567,
2024-03-27,0.0,0.0,3,10.0,471,
2023-03-29,0.0,0.0,3,0.0,177,
2022-03-29,0.0,0.0,1,0.0,103,
2021-03-29,0.0,0.0,1,0.0,112,
2020-03-27,0.0,0.0,1,0.0,91,
2019-03-26,0.0,0.0,3,0.0,140,
2018-03-27,0.0,0.0,3,0.0,215,
2017-03-28,0.0,0.0,3,0.0,79,
2016-03-28,0.0,0.0,1,0.0,75,
2015-03-26,0.0,0.0,1,0.0,175,
2014-03-26,0.0,0.0,1,0.0,56,
2013-03-26,0.0,0.0,3,0.0,97,
2012-03-27,0.0,0.0,3,0.0,54,
2011-03-28,0.0,0.0,1,0.0,7,
