date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,0.0,4.0,1,5.0,267,
2025-03-27,0.05,4.0,1,5.0,246,
2024-09-26,0.0,0.0,1,0.0,242,
2024-03-27,0.15,4.0,3,10.0,420,
2023-09-27,0.15,4.0,3,10.0,420,
2023-03-29,1.5,4.0,3,10.0,361,
2022-09-28,1.5,4.0,3,10.0,342,
2022-03-29,0.0,4.0,1,10.0,352,
2021-09-28,1.55,4.0,1,10.0,378,
2021-03-29,3.0,4.0,1,10.0,340,
2020-09-28,0.0,4.0,1,0.0,292,
2020-03-27,0.05,4.0,1,10.0,320,
2019-09-26,1.55,4.0,1,10.0,436,
2019-03-26,1.65,4.0,3,10.0,465,
2018-09-25,1.65,4.8,3,10.0,536,
2018-03-27,0.0,4.8,3,10.0,597,
2017-09-26,1.65,4.8,3,10.0,564,
2017-03-28,0.0,5.6,3,10.0,624,
2016-09-27,0.15,4.0,3,10.0,500,
2016-03-28,0.0,0.0,1,10.0,582,
2015-09-25,0.05,5.6,1,10.0,629,
2015-03-26,0.0,6.4,1,10.0,763,
2014-09-25,0.0,0.0,1,10.0,679,
2014-03-26,0.0,0.0,1,10.0,714,
2013-09-25,0.0,0.0,1,0.0,981,
2013-03-26,0.0,0.0,3,0.0,1050,
2012-09-25,0.0,0.0,3,0.0,715,
2012-03-27,0.6,8.0,3,0.0,730,
2011-09-27,0.0,0.0,3,0.0,298,
2011-03-28,0.05,6.0,1,0.0,370,
