date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,8.0,1,5.0,234,注意
2024-03-27,0.0,4.0,3,5.0,311,
2023-03-29,0.0,0.0,3,5.0,233,
2022-03-29,0.0,0.0,1,5.0,237,
2021-03-29,0.0,4.0,1,0.0,268,
2020-03-27,0.0,0.0,1,2.0,160,
2019-03-26,0.0,4.0,3,2.0,382,
2018-03-27,1.65,6.4,3,0.0,772,
2017-03-28,0.0,0.0,3,2.0,95,
2016-03-28,0.0,0.0,1,2.0,86,
2015-03-26,0.0,0.0,1,1.5,93,
2014-03-26,0.0,0.0,1,1.5,85,
2013-03-26,0.0,0.0,3,0.0,85,
2012-03-27,0.0,0.0,3,0.0,69,
2011-03-28,0.0,0.0,1,0.0,49,
