date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,12.0,12.0,1,12.5,1480,
2024-03-27,3.0,13.6,3,12.5,1661,
2023-03-29,2.25,13.6,3,12.5,1676,
2022-03-29,2.05,14.4,1,12.5,1704,
2021-03-29,1.55,14.4,1,10.0,1709,
2020-03-27,3.1,14.4,1,15.0,1720,
2019-03-26,1.8,15.2,3,20.0,1811,
2018-03-27,4.65,15.2,3,20.0,1841,
2017-03-28,36.0,12.8,3,20.0,1580,
2016-03-28,11.5,12.0,1,20.0,1489,
2015-03-26,12.0,12.0,1,15.0,1479,
2014-03-26,12.0,12.0,1,20.0,1385,
2013-03-26,4.95,12.0,3,0.0,1372,
2012-03-27,8.7,12.0,3,0.0,1354,
2011-03-28,12.0,12.0,1,0.0,1234,
