date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-08-27,36.0,48.0,3,6.0,2348,
2025-02-26,1.05,36.8,3,7.0,2285,停止
2024-08-28,1.5,38.4,3,5.0,2330,停止
2024-02-27,0.8,38.4,1,5.0,2375,注意
2023-08-29,1.0,19.2,1,5.0,2382,
2023-02-24,9.0,36.8,1,0.0,2220,注意
2022-08-29,20.0,36.8,1,3.0,2251,停止
2022-02-24,3.0,17.6,1,5.0,2197,
2021-08-27,0.9,18.4,1,5.0,2273,
2021-02-24,1.5,19.2,3,0.0,2394,
2020-08-27,16.8,20.0,1,0.0,2451,
2020-02-26,1.2,19.2,3,5.0,2319,
2019-08-28,1.05,20.8,3,5.0,2528,
2019-02-25,1.15,19.2,1,7.0,2379,
2018-08-28,55.5,20.0,3,5.0,2455,
2018-02-23,14.5,19.2,1,7.0,2390,
2017-08-28,0.85,41.6,1,9.0,2564,注意
2017-02-23,0.75,18.4,1,11.0,2279,
2016-08-26,15.5,19.2,1,9.0,2341,
2016-02-24,18.0,19.2,1,8.0,2357,
2015-08-26,0.2,21.6,1,9.0,2675,
2015-02-24,0.9,17.6,3,8.0,2161,
2014-08-26,33.0,13.6,3,5.0,1692,
2014-02-25,33.0,12.0,3,5.0,1486,
2013-08-27,30.0,12.0,3,5.0,1451,
2013-02-25,24.0,24.0,1,0.0,1230,
2012-08-28,36.0,12.0,3,0.0,1070,
2012-02-24,12.0,24.0,1,0.0,1104,
2011-08-26,24.0,24.0,1,0.0,1065,
2011-02-23,0.7,24.0,1,0.0,1103,
