date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-02-26,4.2,52.8,3,62.0,6540,
2024-02-27,3.2,52.0,1,58.0,6420,
2023-02-24,2.3,44.0,1,49.0,5500,
2022-02-24,0.05,43.2,1,47.0,5340,
2021-02-24,0.0,0.0,3,46.0,5640,
2020-02-26,5.7,43.2,3,41.0,5340,
2019-02-25,5.3,40.8,1,36.0,5050,
2018-02-23,0.0,48.8,1,36.0,6060,
2017-02-23,4.2,37.6,1,32.0,4620,
2016-02-24,3.6,30.4,1,28.0,3790,
2015-02-24,0.0,0.0,3,23.0,3265,
2014-02-25,0.0,0.0,3,20.0,1882,
2013-02-25,0.0,0.0,1,0.0,1393,
2012-02-24,0.0,0.0,1,0.0,1228,
2011-02-23,0.0,0.0,1,0.0,1046,
