date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,1.0,24.8,1,24.0,3083,
2025-03-27,0.55,19.2,1,23.0,2395,
2024-09-26,1.25,19.2,1,21.0,2375,
2024-03-27,0.0,0.0,3,20.0,2463,
2023-09-27,0.0,0.0,3,50.0,8168,
2023-03-29,5.55,56.0,3,45.0,6930,
2022-09-28,3.9,49.6,3,40.0,6160,
2022-03-29,0.2,36.0,1,35.0,4480,
2021-09-28,5.35,40.0,1,35.0,4905,
2021-03-29,2.75,40.8,1,35.0,5060,
2020-09-28,5.4,32.8,1,35.0,4010,
2020-03-27,2.7,32.8,1,35.0,4020,
2019-09-26,2.95,32.8,1,35.0,4040,
2019-03-26,0.15,30.4,3,35.0,3720,
2018-09-25,0.0,36.8,3,30.0,4585,
2018-03-27,0.15,35.2,3,30.0,4340,
2017-09-26,8.1,60.0,3,50.0,7450,
2017-03-28,2.55,44.0,3,50.0,5470,
2016-09-27,7.2,43.2,3,45.0,5360,
2016-03-28,3.3,48.8,1,45.0,6060,
2015-09-25,0.0,41.6,1,40.0,5190,
2015-03-26,0.1,35.2,1,30.0,4375,
2014-09-25,4.5,27.2,1,30.0,3385,
2014-03-26,0.5,28.0,1,30.0,3255,
2013-09-25,1.5,28.0,1,30.0,3160,
2013-03-26,1.5,24.0,3,0.0,2728,
2012-09-25,1.65,16.0,3,0.0,1961,
2012-03-27,2.25,16.0,3,0.0,1807,
2011-09-27,0.9,16.0,3,0.0,1605,
2011-03-28,0.75,16.0,1,0.0,1616,
