date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-08-27,24.0,8.0,3,8.0,994,
2025-02-26,0.45,8.0,3,8.0,968,
2024-08-28,0.45,8.8,3,8.0,1041,
2024-02-27,1.2,48.8,1,40.0,6030,
2023-08-29,5.35,45.6,1,40.0,5620,
2023-02-24,6.25,37.6,1,40.0,4640,
2022-08-29,6.25,37.6,1,40.0,4605,
2022-02-24,5.0,36.8,1,40.0,4585,
2021-08-27,5.0,39.2,1,40.0,4830,
2021-02-24,6.45,40.8,3,40.0,5020,
2020-08-27,0.55,40.8,1,40.0,5100,
2020-02-26,6.6,41.6,3,40.0,5110,
2019-08-28,6.6,40.8,3,40.0,5070,
2019-02-25,6.3,38.4,1,39.0,4790,
2018-08-28,15.6,37.6,3,39.0,4650,
2018-02-23,2.9,36.8,1,40.0,4535,
2017-08-28,6.0,35.2,1,36.0,4350,
2017-02-23,2.7,30.4,1,17.5,3705,
2016-08-26,0.0,6.6,1,35.0,3205,
2016-02-24,0.0,0.0,1,0.0,5900,
2015-08-26,0.0,0.0,1,0.0,5140,
2015-02-24,0.0,0.0,3,0.0,5240,
2014-08-26,0.3,9.8,3,0.0,4815,
2014-02-25,0.0,0.0,3,0.0,3910,
2013-08-27,0.0,0.0,3,0.0,3545,
2013-02-25,0.1,6.0,1,0.0,2985,
2012-08-28,0.0,0.0,3,0.0,2361,
2012-02-24,0.0,0.0,1,0.0,2310,
2011-08-26,0.0,5.0,1,0.0,2337,
2011-02-23,0.1,5.0,1,0.0,2395,
