date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,4.7,21.6,1,30.0,2695,
2025-03-27,2.65,18.4,1,35.0,2276,
2024-09-26,3.85,20.0,1,30.0,2413,
2024-03-27,3.3,23.2,3,30.0,2802,
2023-09-27,2.1,24.8,3,20.0,3072,
2023-03-29,1.05,19.2,3,15.0,2301,
2022-09-28,1.8,19.2,3,10.0,2329,
2022-03-29,3.15,18.4,1,20.0,2278,
2021-09-28,0.05,17.6,1,0.0,2192,
2021-03-29,0.1,21.6,1,10.0,2626,
2020-09-28,0.55,24.0,1,0.0,2986,
2020-03-27,3.9,23.2,1,25.0,2891,
2019-09-26,3.9,24.0,1,25.0,2935,
2019-03-26,2.85,28.0,3,25.0,3415,
2018-09-25,3.9,30.4,3,25.0,3740,
2018-03-27,3.6,24.0,3,27.5,2907,
2017-09-26,3.6,4.8,3,4.5,560,
2017-03-28,0.75,4.4,3,6.5,535,
2016-09-27,0.6,4.4,3,4.0,539,
2016-03-28,0.05,6.0,1,4.5,702,
2015-09-25,0.5,5.2,1,3.0,647,
2015-03-26,0.05,4.8,1,3.5,581,
2014-09-25,0.5,4.0,1,3.0,414,
2014-03-26,0.5,6.0,1,3.0,376,
2013-09-25,0.25,6.0,1,2.5,392,
2013-03-26,0.15,6.0,3,0.0,359,
2012-09-25,0.3,6.0,3,0.0,268,
2012-03-27,0.3,6.0,3,0.0,267,
2011-09-27,0.3,6.0,3,0.0,253,
2011-03-28,0.0,6.0,1,0.0,233,
