date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,1.95,32.0,1,28.0,3920,
2025-03-27,0.25,27.2,1,28.0,3310,
2024-09-26,23.0,67.2,1,75.0,8380,
2024-03-27,9.45,64.0,3,75.0,7940,
2023-09-27,10.2,57.6,3,70.0,7120,
2023-03-29,8.4,49.6,3,75.0,6120,
2022-09-28,1.05,51.2,3,60.0,6390,
2022-03-29,7.7,48.8,1,70.0,6030,
2021-09-28,7.65,49.6,1,50.0,6150,
2021-03-29,7.8,48.0,1,50.0,5970,
2020-09-28,9.2,49.6,1,50.0,6140,
2020-03-27,9.5,47.2,1,60.0,5890,
2019-09-26,9.35,56.8,1,60.0,7010,
2019-03-26,5.85,60.0,3,60.0,7450,
2018-09-25,9.6,123.2,3,60.0,7680,注意
2018-03-27,5.4,84.8,3,60.0,5280,注意
2017-09-26,1.2,73.6,3,60.0,4555,注意
2017-03-28,9.3,34.4,3,60.0,4255,
2016-09-27,9.45,64.0,3,60.0,3990,注意
2016-03-28,4.7,34.4,1,65.0,4290,
2015-09-25,0.05,32.8,1,60.0,4080,
2015-03-26,1.0,35.2,1,50.0,4365,
2014-09-25,7.5,35.2,1,50.0,4360,
2014-03-26,10.0,56.0,1,60.0,3490,
2013-09-25,0.5,28.0,1,40.0,3320,
2013-03-26,17.4,0.0,3,0.0,2957,
2012-09-25,45.0,0.0,3,0.0,1990,
2012-03-27,60.0,0.0,3,0.0,2024,
2011-09-27,48.0,0.0,3,0.0,1875,
2011-03-28,12.0,0.0,1,0.0,1991,
