date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,0.0,327,
2024-03-27,0.0,0.0,3,0.0,419,
2023-03-29,0.0,0.0,3,0.0,539,
2022-03-29,0.0,0.0,1,0.0,570,
2021-03-29,0.0,0.0,1,0.0,583,
2020-03-27,0.0,0.0,1,0.0,563,
2019-03-26,0.0,0.0,3,0.0,643,
2018-03-27,0.0,0.0,3,0.0,702,
2017-03-28,0.0,0.0,3,0.0,689,
2016-03-28,0.0,0.0,1,0.0,717,
2015-03-26,0.0,0.0,1,0.0,850,
2014-03-26,0.0,0.0,1,22.0,760,
2013-03-26,0.0,0.0,3,0.0,773,
2012-03-27,0.0,0.0,3,0.0,744,
2011-03-28,0.0,0.0,1,0.0,680,
