date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,2.0,13.6,1,30.0,1637,
2025-03-27,4.6,12.8,1,30.0,1537,
2024-09-26,4.6,12.0,1,30.0,1490,
2024-03-27,4.65,13.6,3,40.0,1651,
2023-09-27,4.05,13.6,3,30.0,1616,
2023-03-29,4.65,12.0,3,30.0,1467,
2022-09-28,4.65,12.0,3,30.0,1407,
2022-03-29,4.55,12.0,1,30.0,1403,
2021-09-28,4.55,12.8,1,30.0,1524,
2021-03-29,4.6,12.8,1,30.0,1556,
2020-09-28,4.5,12.0,1,30.0,1420,
2020-03-27,5.0,11.2,1,30.0,1334,
2019-09-26,4.65,15.2,1,30.0,1814,
2019-03-26,0.15,15.2,3,30.0,1879,
2018-09-25,0.15,16.0,3,30.0,1962,
2018-03-27,0.3,16.0,3,30.0,1987,
2017-09-26,4.8,15.2,3,30.0,1869,
2017-03-28,4.65,14.4,3,30.0,1710,
2016-09-27,4.8,12.8,3,30.0,1501,
2016-03-28,5.0,16.0,1,30.0,1953,
2015-09-25,4.55,16.8,1,30.0,2089,
2015-03-26,0.05,16.0,1,30.0,1983,
2014-09-25,5.0,14.4,1,30.0,1749,
2014-03-26,4.15,16.0,1,37.0,1548,
2013-09-25,1.95,16.0,1,27.0,1534,
2013-03-26,1.65,36.0,3,0.0,4460,
2012-09-25,0.0,32.0,3,0.0,3625,
2012-03-27,5.4,36.0,3,0.0,4050,
2011-09-27,1.65,56.0,3,0.0,3430,
2011-03-28,0.55,56.0,1,0.0,3090,
