date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,4.0,1,5.0,368,
2024-03-27,0.0,4.0,3,3.5,365,
2023-03-29,0.0,0.0,3,3.5,221,
2022-03-29,0.0,4.0,1,4.0,214,
2021-03-29,0.0,4.0,1,2.0,260,
2020-03-27,0.65,4.0,1,2.0,278,
2019-03-26,0.0,4.0,3,4.0,311,
2018-03-27,0.6,4.0,3,4.0,409,
2017-03-28,0.75,4.0,3,4.0,429,
2016-03-28,0.0,4.0,1,4.5,378,
2015-03-26,0.1,4.0,1,4.25,500,
2014-03-26,0.55,6.0,1,4.0,324,
2013-03-26,0.0,0.0,3,0.0,300,
2012-03-27,0.3,6.0,3,0.0,293,
2011-03-28,0.05,6.0,1,0.0,208,
