date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,50.0,2980,
2024-03-27,0.0,0.0,3,40.0,2540,
2023-03-29,0.0,0.0,3,0.0,1700,
2022-03-29,0.0,0.0,1,0.0,1331,
2021-03-29,0.0,0.0,1,0.0,1373,
2020-03-27,0.0,0.0,1,15.0,1329,
2019-03-26,0.0,0.0,3,30.0,1793,
2018-03-27,0.0,0.0,3,25.0,1639,
2017-03-28,0.0,0.0,3,2.0,147,
2016-03-28,0.0,0.0,1,0.0,249,
2015-03-26,0.0,0.0,1,0.0,248,
2014-03-26,0.0,0.0,1,0.0,158,
2013-03-26,0.0,0.0,3,0.0,129,
2012-03-27,0.0,0.0,3,0.0,114,
2011-03-28,0.0,0.0,1,0.0,100,
