date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,1.1,12.0,1,16.0,1464,
2025-03-27,1.45,12.8,1,21.0,1516,
2024-09-26,2.15,12.0,1,15.0,1414,
2024-03-27,2.85,9.6,3,17.0,1194,
2023-09-27,0.0,9.6,3,13.0,1124,
2023-03-29,2.25,8.8,3,16.0,1089,
2022-09-28,0.0,8.0,3,12.0,933,
2022-03-29,2.15,8.8,1,14.0,1018,
2021-09-28,0.0,0.0,1,10.0,1043,
2021-03-29,1.2,10.4,1,12.5,1220,
2020-09-28,0.0,0.0,1,10.0,1250,
2020-03-27,1.95,10.4,1,12.5,1300,
2019-09-26,0.05,8.8,1,10.0,1100,
2019-03-26,1.95,8.8,3,12.5,1084,
2018-09-25,1.65,11.2,3,10.0,1316,
2018-03-27,1.95,9.6,3,14.5,1143,
2017-09-26,1.65,10.4,3,10.0,1221,
2017-03-28,2.1,9.6,3,12.5,1153,
2016-09-27,1.65,8.0,3,10.0,975,
2016-03-28,1.95,8.0,1,12.5,990,
2015-09-25,0.0,0.0,1,10.0,902,
2015-03-26,1.95,8.0,1,12.5,997,
2014-09-25,0.0,0.0,1,10.0,900,
2014-03-26,0.0,0.0,1,12.5,892,
2013-09-25,0.0,0.0,1,10.0,992,
2013-03-26,0.0,0.0,3,0.0,882,
2012-09-25,0.0,0.0,3,0.0,655,
2012-03-27,0.0,0.0,3,0.0,657,
2011-09-27,0.0,0.0,3,0.0,603,
2011-03-28,0.0,0.0,1,0.0,627,
