date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,0.0,0.0,1,0.0,3965,
2025-03-27,0.0,0.0,1,30.0,4155,
2024-09-26,0.0,0.0,1,0.0,3870,
2024-03-27,0.0,0.0,3,30.0,4475,
2023-09-27,0.0,0.0,3,0.0,3570,
2023-03-29,0.0,0.0,3,20.0,3510,
2022-09-28,0.0,0.0,3,0.0,2995,
2022-03-29,0.0,0.0,1,0.0,3030,
2021-09-28,0.0,0.0,1,0.0,3035,
2021-03-29,0.0,0.0,1,0.0,3160,
2020-09-28,0.0,0.0,1,0.0,3060,
2020-03-27,0.0,0.0,1,10.0,3070,
2019-09-26,0.0,0.0,1,0.0,3600,
2019-03-26,0.0,0.0,3,10.0,3975,
2018-09-25,0.0,0.0,3,0.0,4070,
2018-03-27,0.0,0.0,3,10.0,4090,
2017-09-26,0.0,0.0,3,0.0,3450,
2017-03-28,0.0,0.0,3,10.0,3625,
2016-09-27,0.0,0.0,3,0.0,290,
2016-03-28,0.0,0.0,1,1.0,299,
2015-09-25,0.0,0.0,1,0.0,265,
2015-03-26,0.0,0.0,1,2.5,302,
2014-09-25,0.0,0.0,1,0.0,303,
2014-03-26,0.0,0.0,1,2.5,334,
2013-09-25,0.0,0.0,1,0.0,369,
2013-03-26,0.0,0.0,3,0.0,470,
2012-09-25,0.0,0.0,3,0.0,0,
2012-03-27,0.0,0.0,3,0.0,330,
2011-09-27,0.0,0.0,3,0.0,0,
2011-03-28,0.0,0.0,1,0.0,320,
