date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-08-27,1.95,19.2,3,27.0,2311,
2025-02-26,0.0,16.0,3,30.0,1990,
2024-08-28,0.15,12.0,3,22.0,1458,
2024-02-27,1.25,12.8,1,20.0,1518,
2023-08-29,0.0,12.8,1,16.0,1528,
2023-02-24,0.05,10.4,1,16.0,1249,
2022-08-29,1.05,8.8,1,15.0,1090,
2022-02-24,0.05,8.0,1,15.0,979,
2021-08-27,0.0,8.0,1,14.0,967,
2021-02-24,1.65,8.8,3,18.0,1059,
2020-08-27,0.05,6.4,1,9.0,717,
2020-02-26,2.4,10.4,3,18.0,1237,
2019-08-28,0.15,10.4,3,18.0,1208,
2019-02-25,1.05,10.4,1,18.0,1247,
2018-08-28,1.65,13.6,3,17.0,1626,
2018-02-23,0.15,16.0,1,19.0,1947,
2017-08-28,0.0,12.8,1,16.0,1527,
2017-02-23,2.15,14.4,1,14.0,1763,
2016-08-26,2.2,9.6,1,14.0,1180,
2016-02-24,2.05,11.2,1,14.0,1331,
2015-08-26,0.0,16.0,1,13.0,1928,
2015-02-24,0.15,13.6,3,13.0,1645,
2014-08-26,0.0,5.6,3,6.0,677,
2014-02-25,0.0,8.0,3,6.0,717,
2013-08-27,0.0,8.0,3,5.0,769,
2013-02-25,0.05,8.0,1,0.0,568,
2012-08-28,0.15,6.0,3,0.0,401,
2012-02-24,0.05,6.0,1,0.0,397,
2011-08-26,0.05,6.0,1,0.0,351,
2011-02-23,0.0,6.0,1,0.0,428,
