date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,76.0,14435,
2024-03-27,4.5,190.4,3,72.0,23715,
2023-03-29,0.0,130.4,3,73.0,16275,
2022-03-29,0.0,0.0,1,0.0,16375,
2021-03-29,0.0,0.0,1,0.0,21650,
2020-03-27,0.0,29.6,1,0.0,14775,
2019-03-26,0.0,28.0,3,0.0,13970,
2018-03-27,0.0,0.0,3,0.0,18070,
2017-03-28,0.0,26.6,3,0.0,13260,
2016-03-28,0.0,0.0,1,0.0,9730,
2015-03-26,0.1,16.6,1,0.0,8290,
2014-03-26,0.0,0.0,1,0.0,4300,
2013-03-26,0.0,0.0,3,0.0,7160,
2012-03-27,0.0,16.0,3,0.0,7280,
2011-03-28,0.0,16.0,1,0.0,7040,
