date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,2.4,22.4,1,38.0,2753,
2024-03-27,3.3,16.8,3,43.0,2018,
2023-03-29,0.0,12.8,3,18.0,1504,
2022-03-29,0.0,14.4,1,18.0,1732,
2021-03-29,2.5,20.8,1,16.0,2550,
2020-03-27,2.5,16.8,1,16.0,2053,
2019-03-26,1.35,33.6,3,16.0,4110,
2018-03-27,1.95,32.0,3,12.0,3910,
2017-03-28,0.3,20.0,3,11.0,2460,
2016-03-28,3.3,32.8,1,21.0,4050,
2015-03-26,0.0,0.0,1,21.0,3295,
2014-03-26,0.0,0.0,1,22.0,3350,
2013-03-26,0.0,0.0,3,0.0,2386,
2012-03-27,0.0,0.0,3,0.0,1503,
2011-03-28,0.0,0.0,1,0.0,1611,
