date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,3.15,19.2,1,25.0,2396,
2025-03-27,1.85,18.4,1,22.5,2258,
2024-09-26,2.75,19.2,1,17.5,2306,
2024-03-27,3.0,20.8,3,22.5,2511,
2023-09-27,2.4,20.8,3,17.5,2550,
2023-03-29,2.1,20.0,3,20.0,2421,
2022-09-28,2.4,23.2,3,15.0,2806,
2022-03-29,1.95,21.6,1,17.5,2684,
2021-09-28,0.1,23.2,1,12.5,2850,
2021-03-29,2.6,25.6,1,12.5,3130,
2020-09-28,1.4,27.2,1,12.5,3375,
2020-03-27,6.85,22.4,1,17.5,2763,
2019-09-26,3.0,20.0,1,17.5,2437,
2019-03-26,3.0,22.4,3,17.5,2765,
2018-09-25,2.7,25.6,3,17.5,3115,
2018-03-27,2.7,23.2,3,17.5,2832,
2017-09-26,2.7,4.8,3,3.5,559,
2017-03-28,0.6,4.0,3,3.5,488,
2016-09-27,0.6,4.4,3,3.5,513,
2016-03-28,0.3,6.4,1,3.5,776,
2015-09-25,0.3,4.8,1,3.5,586,
2015-03-26,0.05,4.8,1,4.0,582,
2014-09-25,4.0,4.0,1,3.0,432,
2014-03-26,0.5,6.0,1,3.0,389,
2013-09-25,0.25,6.0,1,3.0,399,
2013-03-26,0.3,6.0,3,0.0,388,
2012-09-25,0.3,6.0,3,0.0,340,
2012-03-27,0.3,6.0,3,0.0,400,
2011-09-27,0.3,6.0,3,0.0,367,
2011-03-28,0.25,6.0,1,0.0,357,
