date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-09-26,0.0,0.0,1,30.0,1223,
2025-03-27,0.0,0.0,1,0.0,923,
2024-09-26,0.0,0.0,1,30.0,977,
2024-03-27,0.0,0.0,3,0.0,921,
2023-09-27,0.0,0.0,3,25.0,978,
2023-03-29,0.0,0.0,3,0.0,1140,
2022-09-28,0.0,0.0,3,25.0,943,
2022-03-29,0.0,0.0,1,0.0,909,
2021-09-28,0.0,0.0,1,20.0,1080,
2021-03-29,0.0,0.0,1,0.0,1080,
2020-09-28,0.0,0.0,1,20.0,1225,
2020-03-27,0.0,0.0,1,0.0,720,
2019-09-26,0.0,0.0,1,17.0,1397,
2019-03-26,0.0,0.0,3,0.0,1400,
2018-09-25,0.0,0.0,3,14.0,1737,
2018-03-27,0.0,0.0,3,0.0,1716,
2017-09-26,0.0,0.0,3,14.0,2117,
2017-03-28,0.0,0.0,3,0.0,1281,
2016-09-27,0.0,0.0,3,11.0,1002,
2016-03-28,0.0,0.0,1,0.0,878,
2015-09-25,0.0,0.0,1,8.0,754,
2015-03-26,0.0,0.0,1,0.0,925,
2014-09-25,0.0,0.0,1,8.0,1312,
2014-03-26,0.0,0.0,1,0.0,982,
2013-09-25,0.0,0.0,1,0.0,1047,
2013-03-26,0.0,0.0,3,0.0,204000,
2012-09-25,0.0,0.0,3,0.0,78700,
2012-03-27,0.0,0.0,3,0.0,66400,
2011-09-27,0.0,0.0,3,0.0,57500,
2011-03-28,0.0,0.0,1,0.0,51900,
