date,gyaku_hiboku,max_rate,days,dividend,close_price,restriction
2025-03-27,0.0,0.0,1,70.0,3700,
2024-03-27,0.0,68.8,3,130.0,8590,
2023-03-29,0.0,0.0,3,115.0,4630,
2022-03-29,0.0,0.0,1,80.0,4515,
2021-03-29,0.0,29.6,1,30.0,3675,
2020-03-27,0.0,0.0,1,50.0,3695,
2019-03-26,0.0,0.0,3,50.0,5270,
2018-03-27,0.0,0.0,3,40.0,4660,
2017-03-28,4.5,24.0,3,30.0,2977,
2016-03-28,0.0,0.0,1,3.0,260,
2015-03-26,0.0,0.0,1,3.0,293,
2014-03-26,0.0,0.0,1,3.0,257,
2013-03-26,0.0,0.0,3,0.0,234,
2012-03-27,0.0,0.0,3,0.0,255,
2011-03-28,0.0,6.0,1,0.0,332,
